read name: @SOMEREAD_83, chromosome: Chromosome_2, strand: +, position: 1707 
read name: @SOMEREAD_5, chromosome: Chromosome_0, strand: +, position: 69830 
read name: @SOMEREAD_4428, chromosome: Chromosome_2, strand: +, position: 56900 
read name: @SOMEREAD_6730, chromosome: Chromosome_2, strand: +, position: 78729 
read name: @SOMEREAD_6054, chromosome: Chromosome_0, strand: +, position: 308664 
read name: @SOMEREAD_7471, chromosome: Chromosome_1, strand: +, position: 120451 
read name: @SOMEREAD_6182, chromosome: Chromosome_0, strand: +, position: 386678 
read name: @SOMEREAD_9256, chromosome: Chromosome_2, strand: +, position: 49623 
read name: @SOMEREAD_1840, chromosome: Chromosome_0, strand: +, position: 237095 
read name: @SOMEREAD_7054, chromosome: Chromosome_0, strand: +, position: 477583 
read name: @SOMEREAD_6792, chromosome: Chromosome_1, strand: +, position: 241263 
read name: @SOMEREAD_2755, chromosome: Chromosome_1, strand: +, position: 10638 
read name: @SOMEREAD_265, chromosome: Chromosome_2, strand: +, position: 7243 
read name: @SOMEREAD_6952, chromosome: Chromosome_0, strand: +, position: 481466 
read name: @SOMEREAD_5847, chromosome: Chromosome_1, strand: +, position: 120708 
read name: @SOMEREAD_825, chromosome: Chromosome_0, strand: +, position: 128706 
read name: @SOMEREAD_92, chromosome: Chromosome_0, strand: +, position: 199961 
read name: @SOMEREAD_3945, chromosome: Chromosome_0, strand: +, position: 175062 
read name: @SOMEREAD_194, chromosome: Chromosome_1, strand: +, position: 222013 
read name: @SOMEREAD_6764, chromosome: Chromosome_2, strand: +, position: 29379 
read name: @SOMEREAD_9856, chromosome: Chromosome_0, strand: +, position: 122102 
read name: @SOMEREAD_6615, chromosome: Chromosome_2, strand: +, position: 37205 
read name: @SOMEREAD_8784, chromosome: Chromosome_1, strand: +, position: 186042 
read name: @SOMEREAD_892, chromosome: Chromosome_1, strand: +, position: 24556 
read name: @SOMEREAD_180, chromosome: Chromosome_2, strand: +, position: 31555 
read name: @SOMEREAD_7048, chromosome: Chromosome_0, strand: +, position: 494139 
read name: @SOMEREAD_1419, chromosome: Chromosome_0, strand: +, position: 243700 
read name: @SOMEREAD_9806, chromosome: Chromosome_0, strand: +, position: 144491 
read name: @SOMEREAD_2817, chromosome: Chromosome_2, strand: +, position: 66096 
read name: @SOMEREAD_1209, chromosome: Chromosome_1, strand: +, position: 56592 
read name: @SOMEREAD_8038, chromosome: Chromosome_0, strand: +, position: 35090 
read name: @SOMEREAD_3358, chromosome: Chromosome_1, strand: +, position: 62954 
read name: @SOMEREAD_9989, chromosome: Chromosome_2, strand: +, position: 55867 
read name: @SOMEREAD_7516, chromosome: Chromosome_1, strand: +, position: 205493 
read name: @SOMEREAD_2884, chromosome: Chromosome_2, strand: +, position: 28832 
read name: @SOMEREAD_2344, chromosome: Chromosome_1, strand: +, position: 110260 
read name: @SOMEREAD_8770, chromosome: Chromosome_0, strand: +, position: 159572 
read name: @SOMEREAD_3615, chromosome: Chromosome_1, strand: +, position: 32114 
read name: @SOMEREAD_8791, chromosome: Chromosome_0, strand: +, position: 118898 
read name: @SOMEREAD_1603, chromosome: Chromosome_0, strand: +, position: 343035 
read name: @SOMEREAD_9356, chromosome: Chromosome_0, strand: +, position: 412978 
read name: @SOMEREAD_5970, chromosome: Chromosome_1, strand: +, position: 194157 
read name: @SOMEREAD_5347, chromosome: Chromosome_2, strand: +, position: 99838 
read name: @SOMEREAD_458, chromosome: Chromosome_1, strand: +, position: 93831 
read name: @SOMEREAD_8878, chromosome: Chromosome_1, strand: +, position: 106954 
read name: @SOMEREAD_8793, chromosome: Chromosome_1, strand: +, position: 2397 
read name: @SOMEREAD_5179, chromosome: Chromosome_0, strand: +, position: 470447 
read name: @SOMEREAD_5964, chromosome: Chromosome_1, strand: +, position: 72141 
read name: @SOMEREAD_5783, chromosome: Chromosome_0, strand: +, position: 366610 
read name: @SOMEREAD_3621, chromosome: Chromosome_0, strand: +, position: 203475 
read name: @SOMEREAD_4071, chromosome: Chromosome_2, strand: +, position: 63046 
read name: @SOMEREAD_6544, chromosome: Chromosome_0, strand: +, position: 53207 
read name: @SOMEREAD_9817, chromosome: Chromosome_1, strand: +, position: 188488 
read name: @SOMEREAD_539, chromosome: Chromosome_0, strand: +, position: 371282 
read name: @SOMEREAD_8128, chromosome: Chromosome_0, strand: +, position: 153700 
read name: @SOMEREAD_866, chromosome: Chromosome_0, strand: +, position: 135778 
read name: @SOMEREAD_35, chromosome: Chromosome_2, strand: +, position: 75284 
read name: @SOMEREAD_3935, chromosome: Chromosome_1, strand: +, position: 162909 
read name: @SOMEREAD_4087, chromosome: Chromosome_1, strand: +, position: 75412 
read name: @SOMEREAD_3556, chromosome: Chromosome_2, strand: +, position: 80903 
read name: @SOMEREAD_2705, chromosome: Chromosome_1, strand: +, position: 115864 
read name: @SOMEREAD_1882, chromosome: Chromosome_2, strand: +, position: 49115 
read name: @SOMEREAD_8489, chromosome: Chromosome_2, strand: +, position: 8312 
read name: @SOMEREAD_7132, chromosome: Chromosome_0, strand: +, position: 73302 
read name: @SOMEREAD_734, chromosome: Chromosome_0, strand: +, position: 475872 
read name: @SOMEREAD_6819, chromosome: Chromosome_2, strand: +, position: 76166 
read name: @SOMEREAD_7751, chromosome: Chromosome_2, strand: +, position: 76166 
read name: @SOMEREAD_6409, chromosome: Chromosome_1, strand: +, position: 11504 
read name: @SOMEREAD_4909, chromosome: Chromosome_2, strand: +, position: 85505 
read name: @SOMEREAD_6420, chromosome: Chromosome_0, strand: +, position: 430163 
read name: @SOMEREAD_4175, chromosome: Chromosome_2, strand: +, position: 38874 
read name: @SOMEREAD_8034, chromosome: Chromosome_0, strand: +, position: 216918 
read name: @SOMEREAD_9086, chromosome: Chromosome_2, strand: +, position: 90874 
read name: @SOMEREAD_4225, chromosome: Chromosome_2, strand: +, position: 84058 
read name: @SOMEREAD_9581, chromosome: Chromosome_0, strand: +, position: 497121 
read name: @SOMEREAD_6749, chromosome: Chromosome_1, strand: +, position: 231575 
read name: @SOMEREAD_2137, chromosome: Chromosome_2, strand: +, position: 15749 
read name: @SOMEREAD_9825, chromosome: Chromosome_1, strand: +, position: 10446 
read name: @SOMEREAD_1332, chromosome: Chromosome_2, strand: +, position: 92920 
read name: @SOMEREAD_7942, chromosome: Chromosome_2, strand: +, position: 29997 
read name: @SOMEREAD_6093, chromosome: Chromosome_2, strand: +, position: 62583 
read name: @SOMEREAD_9059, chromosome: Chromosome_2, strand: +, position: 26015 
read name: @SOMEREAD_607, chromosome: Chromosome_2, strand: +, position: 60225 
read name: @SOMEREAD_6622, chromosome: Chromosome_1, strand: +, position: 88273 
read name: @SOMEREAD_5007, chromosome: Chromosome_2, strand: +, position: 84596 
read name: @SOMEREAD_8733, chromosome: Chromosome_1, strand: +, position: 194308 
read name: @SOMEREAD_4424, chromosome: Chromosome_2, strand: +, position: 36986 
read name: @SOMEREAD_202, chromosome: Chromosome_2, strand: +, position: 10185 
read name: @SOMEREAD_6979, chromosome: Chromosome_0, strand: +, position: 216823 
read name: @SOMEREAD_9233, chromosome: Chromosome_2, strand: +, position: 26062 
read name: @SOMEREAD_5391, chromosome: Chromosome_1, strand: +, position: 216805 
read name: @SOMEREAD_5449, chromosome: Chromosome_0, strand: +, position: 196007 
read name: @SOMEREAD_9496, chromosome: Chromosome_2, strand: +, position: 58617 
read name: @SOMEREAD_3786, chromosome: Chromosome_1, strand: +, position: 99578 
read name: @SOMEREAD_9023, chromosome: Chromosome_1, strand: +, position: 246480 
read name: @SOMEREAD_6642, chromosome: Chromosome_1, strand: +, position: 110498 
read name: @SOMEREAD_4876, chromosome: Chromosome_1, strand: +, position: 23776 
read name: @SOMEREAD_8667, chromosome: Chromosome_0, strand: +, position: 89914 
read name: @SOMEREAD_2345, chromosome: Chromosome_0, strand: +, position: 357324 
read name: @SOMEREAD_7771, chromosome: Chromosome_0, strand: +, position: 203476 
read name: @SOMEREAD_3458, chromosome: Chromosome_1, strand: +, position: 221953 
read name: @SOMEREAD_9540, chromosome: Chromosome_0, strand: +, position: 325865 
read name: @SOMEREAD_6200, chromosome: Chromosome_1, strand: +, position: 136769 
read name: @SOMEREAD_550, chromosome: Chromosome_0, strand: +, position: 167172 
read name: @SOMEREAD_9842, chromosome: Chromosome_1, strand: +, position: 9444 
read name: @SOMEREAD_1522, chromosome: Chromosome_0, strand: +, position: 94465 
read name: @SOMEREAD_5818, chromosome: Chromosome_0, strand: +, position: 292510 
read name: @SOMEREAD_9141, chromosome: Chromosome_0, strand: +, position: 11989 
read name: @SOMEREAD_9759, chromosome: Chromosome_1, strand: +, position: 157418 
read name: @SOMEREAD_5815, chromosome: Chromosome_1, strand: +, position: 77882 
read name: @SOMEREAD_8720, chromosome: Chromosome_0, strand: +, position: 457087 
read name: @SOMEREAD_7902, chromosome: Chromosome_0, strand: +, position: 411754 
read name: @SOMEREAD_4465, chromosome: Chromosome_2, strand: +, position: 14237 
read name: @SOMEREAD_4219, chromosome: Chromosome_1, strand: +, position: 242399 
read name: @SOMEREAD_4846, chromosome: Chromosome_2, strand: +, position: 4835 
read name: @SOMEREAD_6445, chromosome: Chromosome_0, strand: +, position: 323345 
read name: @SOMEREAD_1571, chromosome: Chromosome_0, strand: +, position: 208864 
read name: @SOMEREAD_3838, chromosome: Chromosome_1, strand: +, position: 194474 
read name: @SOMEREAD_1181, chromosome: Chromosome_0, strand: +, position: 188429 
read name: @SOMEREAD_6972, chromosome: Chromosome_0, strand: +, position: 187508 
read name: @SOMEREAD_9831, chromosome: Chromosome_1, strand: +, position: 165837 
read name: @SOMEREAD_8130, chromosome: Chromosome_1, strand: +, position: 103569 
read name: @SOMEREAD_1052, chromosome: Chromosome_0, strand: +, position: 425254 
read name: @SOMEREAD_2637, chromosome: Chromosome_0, strand: +, position: 365679 
read name: @SOMEREAD_8499, chromosome: Chromosome_1, strand: +, position: 28993 
read name: @SOMEREAD_5479, chromosome: Chromosome_1, strand: +, position: 238612 
read name: @SOMEREAD_4534, chromosome: Chromosome_2, strand: +, position: 90928 
read name: @SOMEREAD_4191, chromosome: Chromosome_0, strand: +, position: 366434 
read name: @SOMEREAD_2246, chromosome: Chromosome_0, strand: +, position: 289631 
read name: @SOMEREAD_8597, chromosome: Chromosome_2, strand: +, position: 53994 
read name: @SOMEREAD_8797, chromosome: Chromosome_1, strand: +, position: 30761 
read name: @SOMEREAD_9757, chromosome: Chromosome_0, strand: +, position: 193449 
read name: @SOMEREAD_108, chromosome: Chromosome_2, strand: +, position: 49067 
read name: @SOMEREAD_919, chromosome: Chromosome_0, strand: +, position: 443236 
read name: @SOMEREAD_696, chromosome: Chromosome_1, strand: +, position: 80147 
read name: @SOMEREAD_6551, chromosome: Chromosome_1, strand: +, position: 7770 
read name: @SOMEREAD_6375, chromosome: Chromosome_1, strand: +, position: 236435 
read name: @SOMEREAD_5544, chromosome: Chromosome_1, strand: +, position: 116246 
read name: @SOMEREAD_3598, chromosome: Chromosome_1, strand: +, position: 246745 
read name: @SOMEREAD_8271, chromosome: Chromosome_1, strand: +, position: 42875 
read name: @SOMEREAD_6867, chromosome: Chromosome_0, strand: +, position: 386309 
read name: @SOMEREAD_1803, chromosome: Chromosome_2, strand: +, position: 60731 
read name: @SOMEREAD_6134, chromosome: Chromosome_1, strand: +, position: 215146 
read name: @SOMEREAD_5074, chromosome: Chromosome_0, strand: +, position: 81394 
read name: @SOMEREAD_1520, chromosome: Chromosome_1, strand: +, position: 97878 
read name: @SOMEREAD_9660, chromosome: Chromosome_2, strand: +, position: 68260 
read name: @SOMEREAD_6518, chromosome: Chromosome_1, strand: +, position: 24580 
read name: @SOMEREAD_238, chromosome: Chromosome_2, strand: +, position: 96735 
read name: @SOMEREAD_3694, chromosome: Chromosome_0, strand: +, position: 17051 
read name: @SOMEREAD_2024, chromosome: Chromosome_0, strand: +, position: 146758 
read name: @SOMEREAD_3603, chromosome: Chromosome_1, strand: +, position: 175971 
read name: @SOMEREAD_8289, chromosome: Chromosome_2, strand: +, position: 56359 
read name: @SOMEREAD_4384, chromosome: Chromosome_2, strand: +, position: 57620 
read name: @SOMEREAD_4100, chromosome: Chromosome_0, strand: +, position: 298446 
read name: @SOMEREAD_7752, chromosome: Chromosome_1, strand: +, position: 174015 
read name: @SOMEREAD_5522, chromosome: Chromosome_0, strand: +, position: 55665 
read name: @SOMEREAD_5955, chromosome: Chromosome_0, strand: +, position: 443472 
read name: @SOMEREAD_9072, chromosome: Chromosome_0, strand: +, position: 307863 
read name: @SOMEREAD_5570, chromosome: Chromosome_0, strand: +, position: 87971 
read name: @SOMEREAD_4067, chromosome: Chromosome_2, strand: +, position: 61649 
read name: @SOMEREAD_3049, chromosome: Chromosome_2, strand: +, position: 12516 
read name: @SOMEREAD_6704, chromosome: Chromosome_0, strand: +, position: 413484 
read name: @SOMEREAD_6157, chromosome: Chromosome_2, strand: +, position: 40447 
read name: @SOMEREAD_65, chromosome: Chromosome_2, strand: +, position: 71618 
read name: @SOMEREAD_3137, chromosome: Chromosome_2, strand: +, position: 68713 
read name: @SOMEREAD_7938, chromosome: Chromosome_0, strand: +, position: 14603 
read name: @SOMEREAD_4757, chromosome: Chromosome_0, strand: +, position: 207078 
read name: @SOMEREAD_2942, chromosome: Chromosome_0, strand: +, position: 485699 
read name: @SOMEREAD_15, chromosome: Chromosome_1, strand: +, position: 66021 
read name: @SOMEREAD_8273, chromosome: Chromosome_0, strand: +, position: 341438 
read name: @SOMEREAD_4119, chromosome: Chromosome_2, strand: +, position: 61034 
read name: @SOMEREAD_4203, chromosome: Chromosome_0, strand: +, position: 7509 
read name: @SOMEREAD_3092, chromosome: Chromosome_0, strand: +, position: 93552 
read name: @SOMEREAD_2881, chromosome: Chromosome_1, strand: +, position: 88912 
read name: @SOMEREAD_2147, chromosome: Chromosome_2, strand: +, position: 15597 
read name: @SOMEREAD_8296, chromosome: Chromosome_2, strand: +, position: 2995 
read name: @SOMEREAD_6408, chromosome: Chromosome_1, strand: +, position: 189834 
read name: @SOMEREAD_5653, chromosome: Chromosome_1, strand: +, position: 239480 
read name: @SOMEREAD_3638, chromosome: Chromosome_0, strand: +, position: 311090 
read name: @SOMEREAD_6502, chromosome: Chromosome_1, strand: +, position: 194800 
read name: @SOMEREAD_1079, chromosome: Chromosome_0, strand: +, position: 452260 
read name: @SOMEREAD_2667, chromosome: Chromosome_1, strand: +, position: 146537 
read name: @SOMEREAD_4401, chromosome: Chromosome_0, strand: +, position: 123080 
read name: @SOMEREAD_9320, chromosome: Chromosome_0, strand: +, position: 173552 
read name: @SOMEREAD_7737, chromosome: Chromosome_1, strand: +, position: 234304 
read name: @SOMEREAD_4900, chromosome: Chromosome_1, strand: +, position: 69181 
read name: @SOMEREAD_4999, chromosome: Chromosome_2, strand: +, position: 56605 
read name: @SOMEREAD_3072, chromosome: Chromosome_2, strand: +, position: 48138 
read name: @SOMEREAD_1362, chromosome: Chromosome_2, strand: +, position: 21821 
read name: @SOMEREAD_9791, chromosome: Chromosome_1, strand: +, position: 152685 
read name: @SOMEREAD_6701, chromosome: Chromosome_1, strand: +, position: 161902 
read name: @SOMEREAD_489, chromosome: Chromosome_0, strand: +, position: 195142 
read name: @SOMEREAD_324, chromosome: Chromosome_2, strand: +, position: 16500 
read name: @SOMEREAD_6422, chromosome: Chromosome_2, strand: +, position: 13033 
read name: @SOMEREAD_7851, chromosome: Chromosome_1, strand: +, position: 138266 
read name: @SOMEREAD_1845, chromosome: Chromosome_1, strand: +, position: 185739 
read name: @SOMEREAD_756, chromosome: Chromosome_0, strand: +, position: 157792 
read name: @SOMEREAD_2600, chromosome: Chromosome_1, strand: +, position: 160018 
read name: @SOMEREAD_805, chromosome: Chromosome_2, strand: +, position: 82828 
read name: @SOMEREAD_2793, chromosome: Chromosome_0, strand: +, position: 30592 
read name: @SOMEREAD_6556, chromosome: Chromosome_2, strand: +, position: 99696 
read name: @SOMEREAD_2348, chromosome: Chromosome_1, strand: +, position: 137825 
read name: @SOMEREAD_1735, chromosome: Chromosome_0, strand: +, position: 493035 
read name: @SOMEREAD_4677, chromosome: Chromosome_1, strand: +, position: 186179 
read name: @SOMEREAD_4724, chromosome: Chromosome_1, strand: +, position: 47594 
read name: @SOMEREAD_4514, chromosome: Chromosome_2, strand: +, position: 41112 
read name: @SOMEREAD_1146, chromosome: Chromosome_0, strand: +, position: 382071 
read name: @SOMEREAD_9248, chromosome: Chromosome_2, strand: +, position: 66172 
read name: @SOMEREAD_1908, chromosome: Chromosome_0, strand: +, position: 64295 
read name: @SOMEREAD_6834, chromosome: Chromosome_0, strand: +, position: 255663 
read name: @SOMEREAD_1060, chromosome: Chromosome_1, strand: +, position: 157332 
read name: @SOMEREAD_2215, chromosome: Chromosome_2, strand: +, position: 23305 
read name: @SOMEREAD_6332, chromosome: Chromosome_1, strand: +, position: 124839 
read name: @SOMEREAD_6843, chromosome: Chromosome_1, strand: +, position: 147048 
read name: @SOMEREAD_8363, chromosome: Chromosome_0, strand: +, position: 268383 
read name: @SOMEREAD_3796, chromosome: Chromosome_0, strand: +, position: 322049 
read name: @SOMEREAD_7163, chromosome: Chromosome_0, strand: +, position: 120457 
read name: @SOMEREAD_2772, chromosome: Chromosome_1, strand: +, position: 74839 
read name: @SOMEREAD_7858, chromosome: Chromosome_2, strand: +, position: 78129 
read name: @SOMEREAD_6973, chromosome: Chromosome_2, strand: +, position: 63529 
read name: @SOMEREAD_6239, chromosome: Chromosome_1, strand: +, position: 40912 
read name: @SOMEREAD_9595, chromosome: Chromosome_2, strand: +, position: 26972 
read name: @SOMEREAD_9749, chromosome: Chromosome_0, strand: +, position: 490608 
read name: @SOMEREAD_861, chromosome: Chromosome_2, strand: +, position: 12716 
read name: @SOMEREAD_7838, chromosome: Chromosome_2, strand: +, position: 17007 
read name: @SOMEREAD_5650, chromosome: Chromosome_1, strand: +, position: 55221 
read name: @SOMEREAD_4996, chromosome: Chromosome_1, strand: +, position: 90882 
read name: @SOMEREAD_5478, chromosome: Chromosome_1, strand: +, position: 77816 
read name: @SOMEREAD_6490, chromosome: Chromosome_2, strand: +, position: 72419 
read name: @SOMEREAD_6140, chromosome: Chromosome_0, strand: +, position: 358300 
read name: @SOMEREAD_8071, chromosome: Chromosome_1, strand: +, position: 206725 
read name: @SOMEREAD_3939, chromosome: Chromosome_1, strand: +, position: 167682 
read name: @SOMEREAD_5296, chromosome: Chromosome_1, strand: +, position: 28450 
read name: @SOMEREAD_208, chromosome: Chromosome_1, strand: +, position: 127141 
read name: @SOMEREAD_3037, chromosome: Chromosome_2, strand: +, position: 80783 
read name: @SOMEREAD_1963, chromosome: Chromosome_2, strand: +, position: 13922 
read name: @SOMEREAD_7892, chromosome: Chromosome_2, strand: +, position: 11110 
read name: @SOMEREAD_203, chromosome: Chromosome_0, strand: +, position: 267356 
read name: @SOMEREAD_8583, chromosome: Chromosome_1, strand: +, position: 139802 
read name: @SOMEREAD_6648, chromosome: Chromosome_1, strand: +, position: 168285 
read name: @SOMEREAD_8318, chromosome: Chromosome_2, strand: +, position: 48959 
read name: @SOMEREAD_557, chromosome: Chromosome_2, strand: +, position: 9516 
read name: @SOMEREAD_5332, chromosome: Chromosome_1, strand: +, position: 3013 
read name: @SOMEREAD_2214, chromosome: Chromosome_0, strand: +, position: 336758 
read name: @SOMEREAD_7482, chromosome: Chromosome_1, strand: +, position: 79103 
read name: @SOMEREAD_5588, chromosome: Chromosome_2, strand: +, position: 27497 
read name: @SOMEREAD_6471, chromosome: Chromosome_1, strand: +, position: 100360 
read name: @SOMEREAD_6007, chromosome: Chromosome_1, strand: +, position: 78223 
read name: @SOMEREAD_8450, chromosome: Chromosome_1, strand: +, position: 30093 
read name: @SOMEREAD_5282, chromosome: Chromosome_1, strand: +, position: 247742 
read name: @SOMEREAD_1954, chromosome: Chromosome_0, strand: +, position: 135261 
read name: @SOMEREAD_8700, chromosome: Chromosome_1, strand: +, position: 207974 
read name: @SOMEREAD_1292, chromosome: Chromosome_0, strand: +, position: 51600 
read name: @SOMEREAD_5658, chromosome: Chromosome_2, strand: +, position: 28434 
read name: @SOMEREAD_9065, chromosome: Chromosome_1, strand: +, position: 228505 
read name: @SOMEREAD_9701, chromosome: Chromosome_1, strand: +, position: 4639 
read name: @SOMEREAD_8103, chromosome: Chromosome_2, strand: +, position: 28574 
read name: @SOMEREAD_1486, chromosome: Chromosome_0, strand: +, position: 70497 
read name: @SOMEREAD_8431, chromosome: Chromosome_0, strand: +, position: 168564 
read name: @SOMEREAD_2036, chromosome: Chromosome_0, strand: +, position: 307204 
read name: @SOMEREAD_4680, chromosome: Chromosome_1, strand: +, position: 147001 
read name: @SOMEREAD_10, chromosome: Chromosome_2, strand: +, position: 52251 
read name: @SOMEREAD_6143, chromosome: Chromosome_0, strand: +, position: 491553 
read name: @SOMEREAD_9539, chromosome: Chromosome_1, strand: +, position: 188967 
read name: @SOMEREAD_7969, chromosome: Chromosome_2, strand: +, position: 66522 
read name: @SOMEREAD_1027, chromosome: Chromosome_0, strand: +, position: 329797 
read name: @SOMEREAD_7794, chromosome: Chromosome_0, strand: +, position: 416694 
read name: @SOMEREAD_574, chromosome: Chromosome_0, strand: +, position: 270214 
read name: @SOMEREAD_6894, chromosome: Chromosome_1, strand: +, position: 235290 
read name: @SOMEREAD_6538, chromosome: Chromosome_1, strand: +, position: 101139 
read name: @SOMEREAD_5957, chromosome: Chromosome_1, strand: +, position: 44944 
read name: @SOMEREAD_5921, chromosome: Chromosome_1, strand: +, position: 108018 
read name: @SOMEREAD_2711, chromosome: Chromosome_1, strand: +, position: 242649 
read name: @SOMEREAD_2833, chromosome: Chromosome_2, strand: +, position: 15216 
read name: @SOMEREAD_32, chromosome: Chromosome_1, strand: +, position: 159419 
read name: @SOMEREAD_2245, chromosome: Chromosome_2, strand: +, position: 64416 
read name: @SOMEREAD_3131, chromosome: Chromosome_0, strand: +, position: 72128 
read name: @SOMEREAD_9870, chromosome: Chromosome_1, strand: +, position: 74754 
read name: @SOMEREAD_3601, chromosome: Chromosome_1, strand: +, position: 180712 
read name: @SOMEREAD_2191, chromosome: Chromosome_2, strand: +, position: 64488 
read name: @SOMEREAD_7193, chromosome: Chromosome_2, strand: +, position: 75634 
read name: @SOMEREAD_5014, chromosome: Chromosome_2, strand: +, position: 92822 
read name: @SOMEREAD_9030, chromosome: Chromosome_0, strand: +, position: 163509 
read name: @SOMEREAD_4949, chromosome: Chromosome_0, strand: +, position: 56667 
read name: @SOMEREAD_5444, chromosome: Chromosome_0, strand: +, position: 139059 
read name: @SOMEREAD_3573, chromosome: Chromosome_0, strand: +, position: 187838 
read name: @SOMEREAD_5567, chromosome: Chromosome_2, strand: +, position: 56639 
read name: @SOMEREAD_7834, chromosome: Chromosome_1, strand: +, position: 29414 
read name: @SOMEREAD_3654, chromosome: Chromosome_1, strand: +, position: 159805 
read name: @SOMEREAD_9884, chromosome: Chromosome_1, strand: +, position: 199623 
read name: @SOMEREAD_3635, chromosome: Chromosome_2, strand: +, position: 37576 
read name: @SOMEREAD_9220, chromosome: Chromosome_0, strand: +, position: 404249 
read name: @SOMEREAD_2154, chromosome: Chromosome_1, strand: +, position: 241435 
read name: @SOMEREAD_8579, chromosome: Chromosome_1, strand: +, position: 21432 
read name: @SOMEREAD_9428, chromosome: Chromosome_1, strand: +, position: 21432 
read name: @SOMEREAD_7558, chromosome: Chromosome_0, strand: +, position: 367032 
read name: @SOMEREAD_779, chromosome: Chromosome_0, strand: +, position: 226489 
read name: @SOMEREAD_198, chromosome: Chromosome_2, strand: +, position: 99636 
read name: @SOMEREAD_7207, chromosome: Chromosome_2, strand: +, position: 16097 
read name: @SOMEREAD_3013, chromosome: Chromosome_2, strand: +, position: 75310 
read name: @SOMEREAD_5906, chromosome: Chromosome_0, strand: +, position: 42985 
read name: @SOMEREAD_6303, chromosome: Chromosome_2, strand: +, position: 22018 
read name: @SOMEREAD_6185, chromosome: Chromosome_2, strand: +, position: 18940 
read name: @SOMEREAD_5219, chromosome: Chromosome_2, strand: +, position: 97004 
read name: @SOMEREAD_4105, chromosome: Chromosome_2, strand: +, position: 44502 
read name: @SOMEREAD_8821, chromosome: Chromosome_0, strand: +, position: 165750 
read name: @SOMEREAD_8133, chromosome: Chromosome_2, strand: +, position: 90028 
read name: @SOMEREAD_3535, chromosome: Chromosome_2, strand: +, position: 89931 
read name: @SOMEREAD_776, chromosome: Chromosome_0, strand: +, position: 70486 
read name: @SOMEREAD_256, chromosome: Chromosome_2, strand: +, position: 46958 
read name: @SOMEREAD_2555, chromosome: Chromosome_0, strand: +, position: 209207 
read name: @SOMEREAD_9935, chromosome: Chromosome_1, strand: +, position: 96918 
read name: @SOMEREAD_7499, chromosome: Chromosome_2, strand: +, position: 5625 
read name: @SOMEREAD_4882, chromosome: Chromosome_2, strand: +, position: 9293 
read name: @SOMEREAD_9450, chromosome: Chromosome_0, strand: +, position: 258459 
read name: @SOMEREAD_823, chromosome: Chromosome_0, strand: +, position: 396115 
read name: @SOMEREAD_3132, chromosome: Chromosome_1, strand: +, position: 135003 
read name: @SOMEREAD_5305, chromosome: Chromosome_1, strand: +, position: 38923 
read name: @SOMEREAD_695, chromosome: Chromosome_0, strand: +, position: 498340 
read name: @SOMEREAD_4947, chromosome: Chromosome_1, strand: +, position: 38099 
read name: @SOMEREAD_6957, chromosome: Chromosome_0, strand: +, position: 252561 
read name: @SOMEREAD_8385, chromosome: Chromosome_2, strand: +, position: 50832 
read name: @SOMEREAD_6720, chromosome: Chromosome_2, strand: +, position: 60473 
read name: @SOMEREAD_9702, chromosome: Chromosome_2, strand: +, position: 4438 
read name: @SOMEREAD_9892, chromosome: Chromosome_2, strand: +, position: 34580 
read name: @SOMEREAD_1460, chromosome: Chromosome_0, strand: +, position: 412968 
read name: @SOMEREAD_8439, chromosome: Chromosome_2, strand: +, position: 12677 
read name: @SOMEREAD_3697, chromosome: Chromosome_0, strand: +, position: 426186 
read name: @SOMEREAD_5115, chromosome: Chromosome_0, strand: +, position: 203291 
read name: @SOMEREAD_7152, chromosome: Chromosome_2, strand: +, position: 55457 
read name: @SOMEREAD_3929, chromosome: Chromosome_2, strand: +, position: 80468 
read name: @SOMEREAD_7018, chromosome: Chromosome_1, strand: +, position: 139892 
read name: @SOMEREAD_1998, chromosome: Chromosome_0, strand: +, position: 419845 
read name: @SOMEREAD_3196, chromosome: Chromosome_2, strand: +, position: 54725 
read name: @SOMEREAD_3379, chromosome: Chromosome_2, strand: +, position: 68064 
read name: @SOMEREAD_3076, chromosome: Chromosome_2, strand: +, position: 10389 
read name: @SOMEREAD_665, chromosome: Chromosome_0, strand: +, position: 2428 
read name: @SOMEREAD_7265, chromosome: Chromosome_0, strand: +, position: 238903 
read name: @SOMEREAD_626, chromosome: Chromosome_2, strand: +, position: 63065 
read name: @SOMEREAD_3992, chromosome: Chromosome_0, strand: +, position: 250023 
read name: @SOMEREAD_5988, chromosome: Chromosome_0, strand: +, position: 124126 
read name: @SOMEREAD_295, chromosome: Chromosome_2, strand: +, position: 62724 
read name: @SOMEREAD_6468, chromosome: Chromosome_1, strand: +, position: 245310 
read name: @SOMEREAD_4736, chromosome: Chromosome_2, strand: +, position: 8117 
read name: @SOMEREAD_352, chromosome: Chromosome_0, strand: +, position: 244725 
read name: @SOMEREAD_5162, chromosome: Chromosome_2, strand: +, position: 53337 
read name: @SOMEREAD_8437, chromosome: Chromosome_1, strand: +, position: 108372 
read name: @SOMEREAD_1450, chromosome: Chromosome_2, strand: +, position: 36798 
read name: @SOMEREAD_4915, chromosome: Chromosome_2, strand: +, position: 53897 
read name: @SOMEREAD_7502, chromosome: Chromosome_2, strand: +, position: 6969 
read name: @SOMEREAD_3923, chromosome: Chromosome_0, strand: +, position: 327325 
